,news_headline,news_article,news_category
358,China might be behind the cyberattack on US govt agencies: Trump,"US President Donald Trump has suggested that China may have been behind the SolarWinds cyberattack that targeted US government agencies. ""Russia, Russia...is priority chant when anything happens because Lamestream is...petrified of...discussing the possibility that it may be China (it may!),"" he wrote. He also said that voting machines could've been hit by the cyberattack during the elections.",technology
359,Google blocks certificate on browser used for monitoring in Kazakhstan: Report,"Some browser makers, including Google, banned a certificate used by the Kazakhstan government to monitor citizens, ZDNet reported. The certificate was being used to intercept and decrypt HTTPS traffic from Nur-Sultan's residents, Kazakhstan's capital. On December 6, local internet service providers were forced to block foreign sites unless users had the certificate installed on their devices.",technology
360,Musk inquires about possibility of converting 'large' amounts to Bitcoin,"In a Twitter exchange, Tesla CEO and world's second richest person Elon Musk asked a Bitcoin investor if ""large transactions"" were ""even possible"" through the cryptocurrency. Musk was responding to MicroStrategy CEO Michael Saylor who had asked Musk to convert Tesla's balance sheet to Bitcoin. Bitcoin's value has been surging after passing $20,000 for the first time last week.",technology
361,"US to back $1.9 bn to replace equipment from Huawei, ZTE: Report","US lawmakers will back $1.9 billion to fund a program to replace telecom network equipment from companies which have been identified as national security threats by the US government, Reuters reported. The program will be a part of the $900 billion COVID-19 relief fund. Earlier in June, China's Huawei and ZTE were designated as national security threats by the FCC.",technology
362,Dogecoin surges 25% after Elon Musk tweets about it,"Dogecoin, a meme-inspired cryptocurrency, increased by about 25% in value after Elon Musk, the second richest man in the world tweeted about it. ""One word: Doge"" was his tweet, which was followed by Musk changing his Twitter bio to ""Former CEO of Dogecoin"" as a joke. Musk tweeted about Dogecoin in July too, which sent its value up 14% then.",technology
363,"Apple temporarily shuts California, London stores due to COVID-19 surge","Apple has temporarily closed all 53 stores in California in the US and over a dozen in London owing to a surge in COVID-19 cases. Apple has reportedly also closed its stores in Mexico, Brazil and many more across the US. Apple had reopened the vast majority of its over 270 US stores recently, although mostly by appointment only. ",technology
364,Skype gets 'Together Mode' to put users together in a virtual space,"Microsoft has introduced 'Together Mode' in Skype that uses AI to segment a user's face and shoulders and place them together with other people in a virtual space. The feature is already available in Microsoft Teams. It doesn't require users to have the Skype app as it works through the web version without the need for an account.
",technology
365,Facebook shuts anti-vaccine groups claiming govt will put chips in Israelis,"Israel has said that, at its request, Facebook removed four groups that had disseminated texts, photographs and videos with ""deliberately mendacious content designed to mislead about coronavirus vaccines"". Such content included arguments that vaccines would be used to plant government tracking chips in recipients' bodies. Facebook said the groups were removed under its policy regarding vaccines.",technology
366,"Some Instagram, Messenger features temporarily disabled in Europe","Facebook has temporarily disabled some features of Instagram and Messenger for its users in Europe in a bid to comply with EU's ePrivacy Directive. It has confirmed that features like polls on Messenger and Instagram, stickers on Instagram and personalised replies on Messenger will be unavailable. ""We're still determining the best way to bring these features back,"" Facebook told BBC.",technology
367,Dozens of Al Jazeera journalists' iPhones hacked using Israeli spyware,"Dozens of Al Jazeera journalists have been hit by a cyberattack using spyware sold by Israeli private intelligence firm NSO Group, according to researchers at Citizen Lab. The spyware used a vulnerability in iPhone's iMessage to spy on victims without them opening malicious links. The attack is likely to have been ordered by Saudi Arabia and UAE, according to researchers.",technology
368,Twitter updates labels to confirm Joe Biden as next US President,"Twitter has updated its labels for US presidential election-related misinformation to show Joe Biden as the confirmed President-elect. Before this, Twitter's labels called any claims to victory as disputed or misleading. The updated Twitter label says, ""Election officials have certified Joe Biden as the winner of the U.S. Presidential election.""",technology
369,NATO checks its systems post cyberattack on US govt agencies: Report,"NATO is checking its computer systems after a suspected Russian cyberattack on the US government agencies and others, AFP reported. A NATO official said NATO hasn't found any evidence of compromise on its networks and its experts continue to assess the situation for identifying and mitigating any potential risks. NATO used SolarWinds' software in some of its systems, official added.",technology
370,200 victims of suspected Russian hacking identified: Report,"At least 200 organisations, including the US government agencies and global firms, have been hacked as part of a suspected Russian cyberattack that used a backdoor in SolarWinds' software, Bloomberg reported. Around 18,000 SolarWinds' customers received a malicious update that included the backdoor. However, US President Donald Trump has said China, not Russia, might be responsible for the attack.",technology
371,Hack response will go beyond just sanctions: Biden's Chief of Staff,"Incoming White House Chief of Staff Ron Klain on Sunday said President-elect Biden’s response to the extensive hacking campaign uncovered last week would go beyond ""just sanctions"". The US suspects Russian hackers to be behind the attack that penetrated more than six US government agencies and left thousands of American companies exposed. Russia has denied any role in the hacking.",technology
372,Zoom being probed in US over interactions with Chinese govt,Zoom has said the US SEC and two US Attorney's offices have been investigating it for months. It said it has provided information to multiple US prosecutors and regulators on interactions with China and other overseas governments. The US has charged a former China-based Zoom executive with disrupting video meetings commemorating Tiananmen Square crackdown's 31st anniversary at China's request.,technology
373,"Cameraman captures Jupiter, Saturn in sky during New Zealand-Pakistan T20I, pic goes viral","During the second New Zealand-Pakistan T20I at Seddon Park in Hamilton, the cameraman captured a photograph of planets Saturn and Jupiter in one frame. ""We forget how amazing those Outdoor Broadcast cameras are till you see something like that,"" a fan tweeted. On Monday night, Saturn and Jupiter will be closest in the sky in over 400 years.",sports
374,Rahul Dravid must be rushed to Australia: Vengsarkar after India's defeat,"Ex-India chief selector Dilip Vengsarkar has said BCCI must rush ex-captain Rahul Dravid to Australia to help Team India following their Adelaide Test defeat against Australia. ""No one can guide the batsmen better on how to play the moving ball in those conditions,"" he added. ""His presence will be a huge boost to Team India in the nets,"" he stated.",sports
375,"Latest Test rankings out after India's defeat, Kohli closes gap on 1st-placed Smith","The ICC on Sunday released the latest rankings for Test batsmen following India's defeat against Australia in the first Test in Adelaide. Team India captain Virat Kohli has managed to fractionally close the gap on first-placed Steve Smith from 25 points to 13 points. Kohli gained two points, whereas Smith's 1 and 1* lost him 10 points in the table.",sports
376,"Best player in 2nd Australia-India Test to get a special medal, pics released","Cricket Australia has announced that the best player in the Australia-India Boxing Day Test will be awarded the Mullagh Medal, named after Johnny Mullagh, who was the captain of the 1868 cricket team. The team was the first Australian sporting team to tour internationally. The medal is a recreation of the original belt buckle worn by the 1868 team.",sports
377,Shaw shares motivational quote after criticism over failure in 1st Test vs Australia,"India opener Prithvi Shaw, who scored 0(2) and 4(4) in the first and second innings respectively in the first Test against Australia, took to Instagram Stories to react to criticism over his failure. He shared a motivational quote that read, ""If sometimes people demotivate you for something you try to do that means you can do that but they can't."" ",sports
378,I am hoping that Prithvi Shaw makes no runs at all: Australia opener Joe Burns,"On being asked to give an advice to his counterpart Prithvi Shaw, Australia opener Joe Burns said, ""I wouldn’t give him any advice as I am playing against him."" Burns added, ""I am hoping that he makes no runs at all. I actually don't know what form he has been in. I haven't been following him.""",sports
379,"Dan Christian slams 5 sixes, smashes the second-fastest fifty in BBL history","Sydney Sixers all-rounder Dan Christian, on Sunday, smashed the second-fastest fifty in the history of BBL after reaching his half-century off 15 deliveries against Adelaide Strikers. The 37-year-old, who got out on the 16th ball of his innings, smashed five sixes and four fours. Chris Gayle's 12-ball fifty against Adelaide Strikers in 2016 is the fastest BBL half-century ever.",sports
380,"Latest ICC Test rankings for bowlers out; Ashwin jumps 1 spot, Hazlewood 4","The ICC on Sunday released the latest rankings for Test bowlers. Australia fast bowler Josh Hazlewood, who recorded the most economical five-wicket haul by an Australian in 73 years after registering figures of 5-3-8-5 against India in the second innings of Adelaide Test, jumped four spots to be ranked fifth. Meanwhile, Ravichandran Ashwin jumped one spot to be ranked ninth.",sports
381,Vihari should bat at number four or five in Virat's absence: MSK Prasad,"Former chief selector MSK Prasad feels Hanuma Vihari should bat up the order in Virat Kohli's absence in the Melbourne Test, starting December 26. ""I would prefer Vihari batting at No. 4 or 5 in the next few Tests...He is a gutsy boy and I have confidence that he will do well if given the challenge,"" said MSK Prasad. ",sports
382,Prithvi Shaw's early dismissals added pressure on India: Gilchrist,"Former Australia wicket-keeper Adam Gilchrist said Prithvi Shaw's early dismissals 'put India on the back foot' against Australia in the first Test. Shaw could only manage to score 0 and 4 in the Adelaide. ""While he is a talented youngster, his performance will put the selectors in a dilemma as they plan for the Boxing Day Test,"" Gilchrist said.",sports
383,"Women boxers Simranjeet, Manisha bag gold for India at World Cup in Germany","India's Simranjeet Kaur and Manisha Moun won gold in the women's 60kg and 57kg category respectively at the Boxing World Cup in Cologne in Germany. While Manisha beat India's Sakshi 3-2, Simranjeet got the better of Germany's Maya Klienhans 4-1. India finished second in the medal tally after claiming three gold, two silver and four bronze medals in the competition. ",sports
384,"If Ishant is fit, send him to Australia now: Gavaskar on Shami's injury","Former India captain Sunil Gavaskar has said that if Mohammad Shami is not playing then it's going to be ""trouble"" for India in the upcoming Tests. ""If Ishant Sharma is fit, I am suggesting to send him to Australia now...so that he can be ready for the Sydney Test,"" he added. Shami reportedly suffered a fractured arm in Adelaide.",sports
385,"Babar Azam, Imam-ul-Haq ruled out of first Test against New Zealand","Pakistan captain Babar Azam and opener Imam-ul-Haq will be missing the upcoming first Test against New Zealand due to thumb injuries. While Babar fractured his right thumb, Imam injured his left thumb during training sessions last week. In Babar's absence, wicketkeeper Mohammad Rizwan will lead Pakistan in the first Test and will become his country's 33rd Test captain.",sports
386,Can use Rishabh Pant just as a batsman: Murali Kartik ahead of 2nd Test,"Ex-India cricketer Murali Kartik said wicket-keeper Rishabh Pant can be included ""just as a batsman with the X-factor"" for the second Test. ""Pant hasn't done anything wrong as a batsman so you can play him as a batsman and don't take the gloves from Saha,"" said Kartik. Australia dismissed India for 36 in the second innings of the first Test.",sports
387,Lewis Hamilton wins BBC’s Sports Personality of the Year,"Formula One champion Lewis Hamilton was named as BBC's Sports Personality of the Year on Sunday. Hamilton beat Liverpool midfielder Jordan Henderson and British jockey Hollie Doyle to win the prize in a public vote. The other three members of the six-person shortlist were boxer Tyson Fury, snooker player Ronnie O'Sullivan and cricketer Stuart Broad.",sports
388,"You believed in Shaw despite his form, 2 innings shouldn't change that: Ajay Jadeja","Amid calls to drop Prithvi Shaw for the Melbourne Test, ex-India cricketer Ajay Jadeja has backed the 21-year-old, stating that two innings shouldn't change the belief selectors showed in him. ""You played him...knowing [that] he didn't have a great run in [practice] games...IPL...you went with him looking at the future. A couple of innings shouldn't change that,"" he stated. ",sports
389,Indian batting capable of fighting back: Afridi after Adelaide Test,"Ex-Pakistan captain Shahid Afridi has backed Team India's batting to bounce back after the Adelaide Test. ""Brilliant display by Cummins and Hazlewood...really enjoyed top-quality Test match fast bowling after long time. Indian batting is still capable of fighting back,"" he wrote on Twitter. Afridi, however, also added that it'll be tougher for Team India in upcoming Tests without Virat Kohli",sports
390,Never thought I would again see India get dismissed for 42 or less: Viswanath,"Gundappa Viswanath, who was in the Indian team that got dismissed for 42 against England at Lord's in 1974, said he never thought he would see India getting all out for 42 or less again in his lifetime. ""They have to just leave this behind...The Indian team have played enough cricket to get this out of their system,"" said Viswanath.",sports
391,Told Shaw during IPL to pay attention to fitness to train mind: Kaif,"Talking about Prithvi Shaw's performance in Adelaide Test, former India cricketer Mohammad Kaif said that difficulty was bound to come as the 21-year-old was playing his first pink ball Test and that too on Australian soil. ""Coming to fitness...I told Shaw [during IPL] that when you pay attention to your fitness...you also train your mind,"" he added. ",sports
392," Aus have got a bit of sniff, they're going to go even harder now: Ponting","After India lost the first Test, former Australia skipper Ricky Ponting said that hosts have a ""good chance"" to go for a clean sweep. ""Now that they've got a bit of a sniff they're going to go even harder next game,"" he added. On India's playing XI, Ponting said Rishabh Pant has to be in the middle order. ",sports
393,"Pakistan suffer 2nd straight defeat vs NZ, lose T20I series 0-2","Pakistan on Sunday suffered their second straight defeat against New Zealand as Kane Williamson-led side chased down their 163-run total in the second T20I. NZ pacer Tim Southee was named Player of the Match for picking four wickets in his four overs, giving 21 runs. NZ had chased down Pakistan's 153-run total in the first T20I. ",sports
394,Kohli's childhood coach Rajkumar named Delhi head coach for 2020-21,India captain Virat Kohli's childhood coach Rajkumar Sharma has been appointed as the head coach of the Delhi Ranji team for the upcoming 2020-21 domestic season. Sharma was the bowling coach of the team last season when KP Bhaskar was the head coach. Sharma is a Dronacharya awardee and he has also coached ICC Associate team Malta.,sports
395,"If Rohit Sharma is fit, he'll slot at top order: Gavaskar","Ex-India captain Sunil Gavaskar said that Rohit Sharma should open Team India's innings once he's available. ""Rohit is a better Test player than Mayank Agarwal and Prithvi Shaw. If he's fit then he'll straightaway slot at the top of the order,"" he stated. Before the start of the series, Rohit had stated he was ready to bat at any position. ",sports
396,"Wriddhi can do wonders, need to give him one more chance: Ojha","Ex-India spinner Pragyan Ojha feels dropping wicket-keeper Wriddhiman Saha on the back of one bad batting performance is unfair and he should be given ""one more chance"". ""I feel Wriddhi can do wonders...If you look at Prithvi Shaw, he is totally out of this tournament, he is not there mentally. I don't find the same thing with Saha,"" said Ojha.",sports
397,"Gatka, Kalaripayattu, Thang-Ta, Mallakhamba included in Khelo India Games","The Sports Ministry has approved the inclusion of indigenous sports Gatka, Kalaripayattu, Thang-Ta and Mallakhamba in the Khelo India Youth Games 2021. While Gatka originates from Punjab, Kalaripayattu has its origin in Kerala. Mallakhamba is Madhya Pradesh's state sport and Thang-Ta is Manipuri martial art. Yogasana has also been included in the tournament. ",sports
398,India suspends all flights from UK till Dec 31 over 'out of control' COVID-19 strain,"The Ministry of Civil Aviation has announced that all the flights originating from UK to India will be temporarily suspended till 11:59 pm, December 31. This suspension will be in effect from 11.59 pm, December 22, the ministry added. The decision has been taken after UK reported a new coronavirus strain, calling it ""out of control"" and 70% more transmissible.",world
399,Redouble control in Europe: WHO after new COVID-19 strain found in UK,"The World Health Organization (WHO) has urged European countries to ""redouble their control and prevention approaches"" to coronavirus after a new COVID-19 strain was found in the UK. Several European countries have decided to suspend all flights from the UK in response. WHO also urged its members to ""increase...sequencing of SARS-CoV-2 viruses where possible"" and share the data internationally.",world
400,New mutant coronavirus strain is out of control: UK govt,"UK Health Secretary Matt Hancock has said the new mutant strain of coronavirus is ""out of control"", adding that it is an ""enormous challenge"" to keep it under control.  ""Cases have absolutely rocketed, so we’ve got a long way to go. I think it'll be very difficult to keep it under control until the vaccine has rolled out,"" he added.",world
401,Italy finds patient with new COVID-19 strain which UK said is out of control,"Italy's health ministry on Sunday said it has detected a patient infected with the new strain of COVID-19 which the UK said is ""out of control"". The patient and his partner returned from the United Kingdom in the last few days with a flight that landed at Rome's Fiumicino airport. Both of them are now in isolation, the ministry said.",world
402,What does UK say about the new COVID-19 variant found there?,"UK PM Boris Johnson has said the new COVID-19 strain found in the country is seen to be 70% more transmissible than the existing strains, leading to rapid spike in new infections. However, there's no evidence to suggest it's more lethal or causes more severe illness, he stated. UK government's scientific advisor said the variant contains 23 different genetic changes.",world
403,"Couple holds 10,000 people drive-thru wedding in Malaysia; pics surface","A couple held 10,000 people drive-thru wedding in Malaysia amid COVID-19, with pictures of the ceremony surfacing online. The newly-weds were seated outside a government building in Putrajaya while guests drove past in their cars. ""Me and my family are very honoured. Thank you all for understanding and adhering to all procedures,"" the groom's father, a politician, said.",world
404,"Miss Belarus 2008, who was jailed for protesting, released after 42 days","The winner of Miss Belarus 2008 beauty pageant Olga Khizhinkova who was arrested for participating in an anti-government protest has been released after 42 days. After her release, Khizhinkova explained how she'd slept on the floor with no heating and had wrapped herself in clothes to keep warm. She also said that she has no plans to flee the country.",world
405,Nepal's Parliament dissolved two years ahead of its normal tenure,Nepal President Bidya Devi Bhandari has accepted Prime Minister K P Sharma Oli's proposal to dissolve the Parliament two years ahead of its normal tenure. This comes amid a power tussle within the ruling Nepal Communist Party. Oli took the decision after a meeting at his residence as talks with party co-chairman and leader Pushpa Kamal Dahal Prachanda failed.,world
406,UK Health Secy compared to Woody from Toy Story after his video goes viral,"Social media users compared UK Health Secretary Matt Hancock to Toy Story character Woody after a video of him sitting down in Parliament went viral. ""It seems like a fun...way to sit on a sofa/chair...People say Matt Hancock isn't interesting, but maybe he's trying to be and sitting like Woody is one way to do it,"" a Twitter user said.",world
407,Thai men and women hold crop top protests with anti-monarchy slogans on belly,Some protest leaders in Thailand dressed in crop tops and paraded at a Bangkok shopping mall in a jibe against King Maha Vajiralongkorn to demand the repeal of the law against insulting the monarchy. Several activists also had anti-monarchy slogans written on their belly. Pictures of the king wearing a crop top had gone viral online a few years ago.,world
408,Airline flies 69 passengers to wrong destination in Nepal: Report,"Nepal's Buddha Air on Friday flew 69 passengers to Pokhara instead of Janakpur, The Kathmandu Post reported. Birendra Bahadur Basnet, Buddha Air's managing director, told the Kathmandu Post that they have formed a committee to investigate the incident. The ground staff and the flight attendant reportedly failed to brief the captain and co-pilot that the flight's number had been changed.",world
409,Australian states impose travel restrictions on Sydney residents,"All Australian states and territories have imposed travel restrictions on Sydney residents as a COVID-19 cluster in the city grew to around 70. The Australian Capital Territory (ACT) Health Department said, ""If you're not an ACT resident and have been in greater Sydney...our message is simple: don't travel to...ACT."" Sydney's Northern Beaches area has been put under a five-day lockdown.",world
410,"Saudi, Turkey, Morocco ban int'l flights over UK coronavirus strain","Saudi Arabia has decided to close its land and sea borders, and suspend all international flights temporarily for a week over the new coronavirus strain in the UK, the official Saudi Press Agency stated. Turkey has also temporarily suspended flights from England, Denmark, the Netherlands and South Africa. Besides these nations, Morocco has suspended air travel with the UK.",world
411,Thailand to test thousands after seafood market COVID-19 outbreak,"Thailand on Sunday began testing tens of thousands of people for coronavirus after an outbreak linked to a seafood market was reported in Samut Sakhon province. Four coronavirus cases were reported there on Friday which rose to 689 by Sunday, the Health Ministry said. Up to 40,000 people will be tested in Samut Sakhon and nearby provinces, an official said.",world
412,"Some Instagram, Messenger features temporarily disabled in Europe","Facebook has temporarily disabled some features of Instagram and Messenger for its users in Europe in a bid to comply with EU's ePrivacy Directive. It has confirmed that features like polls on Messenger and Instagram, stickers on Instagram and personalised replies on Messenger will be unavailable. ""We're still determining the best way to bring these features back,"" Facebook told BBC.",world
413,Hack response will go beyond just sanctions: Biden's Chief of Staff,"Incoming White House Chief of Staff Ron Klain on Sunday said President-elect Biden’s response to the extensive hacking campaign uncovered last week would go beyond ""just sanctions"". The US suspects Russian hackers to be behind the attack that penetrated more than six US government agencies and left thousands of American companies exposed. Russia has denied any role in the hacking.",world
414,Dozens of Al Jazeera journalists' iPhones hacked using Israeli spyware,"Dozens of Al Jazeera journalists have been hit by a cyberattack using spyware sold by Israeli private intelligence firm NSO Group, according to researchers at Citizen Lab. The spyware used a vulnerability in iPhone's iMessage to spy on victims without them opening malicious links. The attack is likely to have been ordered by Saudi Arabia and UAE, according to researchers.",world
415,China might be behind the cyberattack on US govt agencies: Trump,"US President Donald Trump has suggested that China may have been behind the SolarWinds cyberattack that targeted US government agencies. ""Russia, Russia...is priority chant when anything happens because Lamestream is...petrified of...discussing the possibility that it may be China (it may!),"" he wrote. He also said that voting machines could've been hit by the cyberattack during the elections.",world
416,"Germany brings home 5 'ISIS brides', 18 children from Syria","Germany has brought home five ""Islamic State (ISIS) brides"" and 18 children, including seven orphans, from Kurdish-run camps in northeastern Syria in a ""humanitarian"" recovery operation. Of these, three women reportedly face terror charges in Germany. The operation had gone ahead in ""precarious"" circumstances after ""months of intensive preparations"", German Foreign Minister Heiko Maas said.",world
417,"Afghan lawmaker survives bomb attack in Kabul, 9 killed","At least nine people were killed in a bomb blast targeting a lawmaker in Kabul on Sunday, officials said. Lawmaker Khan Mohammad Wardak survived the blast but is among 20 injured including women and children, Afghan Interior Minister Masoud Andarabi said. Several houses around the blast site were severely damaged, a government spokesperson said.",world
418,China appoints new military commander for India border,"Chinese President Xi Jinping has appointed General Zhang Xudong as the commander of the Western Theater Command that overlooks China's border with India. The change comes amid a standoff between China and India in eastern Ladakh. Reportedly, General Zhang has previously served in Shenyang Military Region (now under Northern Theater Command) and Central Theater Command.",world
419,80 children freed after new abduction in Nigeria: Police,"Nigerian Police and a local community self-defence group rescued over 80 students after gunmen briefly abducted them on Saturday night, a police spokesperson announced on Sunday. The foiled abduction comes less than two days after the release of 344 schoolboys who were kidnapped in the same area on December 11. The police also recovered 12 stolen cows from the gunmen.",world
420,Foreign intelligence service is crucial for protecting Russia: Putin,"Russia's foreign intelligence service is a crucial guarantee of its ""sovereign, democratic, independent development"", President Vladimir Putin said. ""I expect...the...service will continue to respond...to the highly changeable international context,"" he added. Notably, the comments come after the US claimed Russia was behind the cyberattack which targeted key American government departments.",world
421,4 Pakistanis arrested for Sept 25 knife attack in Paris,"Four Pakistanis have been arrested in France as part of an investigation into a knife attack in Paris on September 25, the national counter-terrorism prosecutor's office said. They're suspected of encouraging the attacker, also a Pakistani, to carry out the attack, a source said. The attack, near the former office of satirical magazine Charlie Hebdo, had left two journalists injured.",world
422,No time to waste: Biden as he introduces his climate team,"Introducing key members of his environmental team on Saturday, US President-elect Joe Biden said, ""We literally have no time to waste."" Just as the US has needed a unified national response to COVID-19, it needs one for dealing with climate change, he added. Biden also reiterated that the US will rejoin the 2015 Paris climate agreement.",world
423,"10 MLAs, TMC MP join BJP during Amit Shah's rally in Bengal","At least 10 MLAs and former TMC MP Sunil Mondal have joined BJP in the presence of Home Minister Amit Shah during a rally in West Bengal on Saturday. Former TMC MLAs Suvendu Adhikary, Banasri Maity, Biswajit Kundu, Saikat Panja, Shilbhadra Dutta, Dipali Biswas and Sukra Munda are among those who have joined the party.",politics
424,AAP ready to contest on all 70 seats in 2022 U'khand polls: Manish Sisodia,"Delhi Deputy CM Manish Sisodia on Monday said AAP is ready to contest on all 70 seats in the next Uttarakhand Assembly elections. ""People from Uttarakhand visit us and say that the way AAP government worked in Delhi, they should come to power in Uttarakhand too,"" he added. ""They're unhappy with the government under CM Trivendra Singh Rawat,"" Sisodia said.",politics
425,We've prioritised 30 crore people for COVID-19 vaccine: Health Minister,"Union Health Minister Harsh Vardhan on Monday said the Centre has prioritised 30 crore people for a vaccine against the novel coronavirus. He said, ""It includes health workers, frontline workers like police, military and sanitation staff, people above 50 years of age and those who are below 50 years but are suffering from certain diseases like blood pressure and diabetes.""",politics
426,PM Modi proposes library for traditional Buddhist literature in India,"Speaking at the Indo-Japan Samwad Conference on Monday, PM Narendra Modi proposed to create a library of traditional Buddhist literature and scriptures in India. He said the library will collect digital copies of all such Buddhist literature from different countries. ""It will aim to translate them, and make them freely available for all monks and scholars of Buddhism,"" he added.",politics
427,AAP appoints Raghav Chadha as co-incharge of party's Punjab unit,"The Aam Aadmi Party (AAP) has appointed Raghav Chadha as co-incharge of the party's Punjab unit. Delhi Deputy Chief Minister Manish Sisodia took to Twitter to congratulate Chadha and wrote, ""Congratulations on becoming the new seh-prabhari of Punjab. Chakk de fatte."" Raghav Chadha is currently also the Vice Chairman of the Delhi Jal Board (DJB).",politics
428,Parliament winter session cancelled to avoid debate on farm laws: Raut,"Shiv Sena MP Sanjay Raut claimed that winter session of Parliament was cancelled to avoid a debate on the ongoing farmers' protest against the Centre's new farm laws. Criticising the Centre in his weekly column in Sena mouthpiece 'Saamana', Raut questioned the need for spending ""₹1,000 crore"" on Central Vista project when government was not interested in holding Parliament session.",politics
429,TMC MP lists '7 pieces of false info' in Amit Shah's speech at rally,"TMC MP Derek O'Brien on Sunday listed ""7 pieces of concocted, false info"" in Home Minister Amit Shah's speech during a rally in West Bengal's Midnapore. Responding to Shah's claim that CM Mamata Banerjee had ""left Congress for another party"", O'Brien stated that she ""didn't defect, she set up a new party"". Shah is in Bengal on a two-day visit.",politics
430,"Mamata govt won't stop infiltration, believes in minority appeasement: Shah","Union Home Minister Amit Shah criticised CM Mamata Banerjee saying infiltration in Bengal has increased manifold. He said that the current TMC government headed by CM Banerjee cannot stop infiltration as it believes in minority appeasement, adding, ""Only BJP can do it."" Shah further said that political violence in the state is ""at its peak"".",politics
431,Will consider framing CAA rules after COVID vaccination starts: Shah,"Home Minister Amit Shah on Sunday said the rules of the Citizenship (Amendment) Act were yet to be framed as such a huge process could not be conducted during the coronavirus pandemic. He added, ""As soon as (COVID-19) vaccination starts and corona cycle breaks, we will consider it."" The Home Minister was speaking at a press conference in West Bengal.",politics
432,Party free of virus: TMC leader after Suvendu Adhikari joins BJP,"TMC leader and former minister Madan Mitra on Saturday said that the party will host a ""grand gala"" to express gratitude to ""traitors"" whose departure has ensured the party is ""free of virus"". Mitra said this after Suvendu Adhikari, who resigned as a Minister in CM Mamata Banerjee's Cabinet, joined BJP at a rally in Midnapore.",politics
433,99.9% Congress members want Rahul Gandhi as party chief: Surjewala,"Congress leader Randeep Surjewala said on Friday that the party would soon start the procedure to elect a new President. He added that 99.9% of party members including him wanted Rahul Gandhi as the President of Congress. ""Electoral college of Congress, AICC members, Congress workers and members will choose who is best suited,"" said Surjewala.",politics
434,PM Modi makes surprise visit to Gurudwara Rakab Ganj Sahib in Delhi,"Prime Minister Narendra Modi visited Delhi's Gurudwara Rakab Ganj Sahib in an unscheduled visit on Sunday morning and paid tributes to Guru Teg Bahadur. PM Modi tweeted, ""This morning, I prayed at the historic Gurudwara Rakab Ganj Sahib...I felt extremely blessed. I, like millions around the world, am deeply inspired by the kindnesses of Sri Guru Teg Bahadur Ji.""",politics
435,BJP MP Saumitra Khan to send divorce notice to wife Sujata after she joins TMC,"After his wife Sujata Mondal Khan joined TMC, BJP MP Saumitra Khan described her decision as a ""big mistake"" and said he'll soon send her a divorce notice. ""You have chosen politics over family. You have been trapped,"" Saumitra added. Speaking about her decision, Sujata said, ""It's my decision today and who guarantees that Saumitra won't join me in future?""",politics
436,You’ll be left alone by the time Bengal goes to polls: Amit Shah to CM Mamata,"Union Home Minister Amit Shah on Saturday said Bengal Chief Minister Mamata Banerjee will find herself facing the BJP all by herself by the time West Bengal goes to polls next year. He said this at a rally in Midnapore. High-profile TMC rebel leader, Suvendu Adhikari and several others switched to the BJP on Saturday.",politics
437,Congress student body chief Ruchi Gupta resigns citing delay in changes,"Ruchi Gupta, a confidante and key aide of Rahul Gandhi, has resigned as the national in-charge of Congress' student wing NSUI. In a message announcing her resignation, Gupta said, ""As you know important organisational changes have remained pending for very long. The national committee took one year and three months. State presidents' orders have remained pending for months.""",politics
438,"Give PM Modi one chance, will make Sonar Bangla in 5 yrs: Shah at roadshow","Home Minister Amit Shah on Sunday held a roadshow from Hanuman Mandir Stadium Road to Bolpur circle in West Bengal's Birbhum. ""I haven't seen a roadshow like this in my life. This shows love and trust of people towards PM Narendra Modi,"" Shah said. ""Give PM Modi one chance. We'll make 'Sonar Bangla' in five years,"" he added.",politics
439,"TMC MLA Banasri Maity resigns from party, 4th leader to quit in 48 hours","Trinamool Congress MLA Banasri Maity from West Bengal's Kanthi Uttar on Friday tendered her resignation from the ""primary membership and from each and every post"" of the party. Maity is the fourth leader to resign from TMC in the past 48 hours after Suvendu Adhikari, Jitendra Tiwari and Silbhadra Datta. Notably, Tiwari on Friday took his resignation back.",politics
440,Veteran Congress leader Motilal Vora passes away a day after his 93rd birthday,"Veteran Congress leader and former Madhya Pradesh CM Motilal Vora passed away on Monday, a day after celebrating his 93rd birthday. He was admitted to Fortis Escorts Hospital in Delhi due to urine infection, according to reports. The leader was infected with coronavirus but had recovered and got discharged in October.",politics
441,Jairam Ramesh apologises to Ajit Doval's son in defamation case,"Congress leader Jairam Ramesh on Saturday tendered an apology to National Security Advisor Ajit Doval's son, Vivek Doval, in connection with a criminal defamation case. After accepting the apology through his lawyer, Vivek said, ""Today, I feel vindicated."" Vivek had filed a defamation case against Ramesh and Caravan magazine for their alleged defamatory statements and articles against him in 2019.",politics
442,Temple donation drive akin to poll campaigning in Lord Ram's name: Sena,"The Shiv Sena on Monday alleged that the initiative to collect funds from the public for the Ram temple construction in Ayodhya is akin to ""campaigning"" for the 2024 general elections in the name of Lord Ram. ""The political campaigning of Lord Ram's name has to be stopped at some point of time,"" said Sena. BJP has refuted the allegation.",politics
