,news_headline,news_article,news_category
86,Why are we still doing mock COVID-19 vaccination drills: Omar Abdullah,"Criticising the COVID-19 vaccination dry runs that were conducted in states and UTs, National Conference leader Omar Abdullah on Friday tweeted, ""Why are we still doing mock drills?"" He added, ""The vaccines were given emergency approval more than 4 days ago. Many other countries started administering the first doses within hours of granting emergency approval. What's the hold up now?""",politics
87,"Punjab CM acting for Centre, sends police to Delhi to scare farmers: Badal","Shiromani Akali Dal (SAD) chief Sukhbir Singh Badal on Friday said Punjab CM Captain Amarinder Singh ""is playing a double game by giving lip sympathy to farmers (protesting against Centre's farm laws) even as he acts as per orders of the Centre"". Badal said CM Singh ""posts police officials in Delhi to intimidate farmer organisations"" at Centre's behest.",politics
88,Urge Centre to give free COVID-19 vaccines to all citizens: Delhi CM,"Delhi Chief Minister Arvind Kejriwal on Saturday said, ""I request the central government that the COVID-19 vaccine should be provided free of cost to all citizens."" ""Coronavirus is the biggest epidemic of the century...The expenditure on this will be helpful in saving the lives of many Indians,"" he added.",politics
89,"US Transportation, Education secretaries quit after Capitol violence","US Transportation Secretary Elaine Chao and Education Secretary Betsy DeVos resigned on Thursday following riots at the US Capitol by President Donald Trump's supporters. Chao said that the mob attack ""has deeply troubled me in a way that I simply cannot set aside"", adding that her resignation will take effect on Monday. Meanwhile, DeVos said the attack was unconscionable.",politics
90,AAP is viable alternative in Mumbai: Atishi on 2022 BMC polls,"AAP leader Atishi on Friday said, ""Aam Aadmi Party is presenting itself as a viable alternative and will contest all 227 seats in the upcoming Brihanmumbai Municipal Corporation (BMC) polls in 2022."" She added, ""Shiv Sena only seems to be concerned about large contracts. No wonder it passed 300 proposals in a single sitting of the BMC's standing committee recently.""",politics
91,"Man threatens to kill Mumbai mayor Pednekar, detained in Gujarat",The police on Wednesday detained a man from Gujarat for allegedly giving death threats to Mumbai mayor and Shiv Sena leader Kishori Pednekar. A Mumbai Police team was sent to Gujarat's Jamnagar after the police traced a threatening phone call made to Pednekar's phone on December 21. The team is bringing the accused to Mumbai.,politics
92,Will we ensure women's safety in this way: Priyanka on NCW member's remark,"Congress leader Priyanka Gandhi Vadra on Friday said, ""Will we be able to ensure women's safety with this behavior? Members of the women's commission are blaming the victim for the rape."" Earlier, National Commission for Women member Chandramukhi Devi had said that the Budaun rape incident would not have happened had the woman not stepped out alone in the evening.",politics
93,Rulers in Delhi afraid of his return as Cong prez: Shiv Sena on Rahul,"Shiv Sena in its mouthpiece Saamana said that ""rulers in Delhi"" fear Rahul Gandhi's return as the Congress president and alleged that a campaign has been launched to defame the Gandhi family. ""A dictator is afraid even if one man is against him and if this lone warrior is honest, the fear increases by a hundred times,"" it added. ",politics
94,Each farmer in WB will get ₹18K in arrears if we win Assembly polls: BJP,"BJP National General Secretary Kailash Vijayvargiya on Friday said that if his party wins in the upcoming West Bengal Assembly elections, each farmer of the state would get ₹18,000 in arrears under PM Kisan Samman Nidhi scheme. ""Farmers of Bengal will get their due once the Mamata Banerjee government is removed,"" he added. Vijayvargiya was addressing party workers in Nandigram.",politics
95,No attempt to murder by protesters who dumped cow dung: Punjab CM,"Punjab CM Captain Amarinder Singh has ordered the withdrawal of an attempt to murder case against protesters who dumped cow dung outside a BJP leader's house. He also ordered the transfer of the SHO who registered the case, saying he had gone overboard. Protesters had unloaded a trolley carrying cow dung in front of former Punjab Minister Tikshan Sud's house.",politics
96,Absolutely no improvement in the situation: CJI on farmers' protest,"A three-judge bench of the Supreme Court led by CJI SA Bobde set January 11 to hear a batch of pleas challenging the new farm laws and the issues related to the ongoing farmers’ protest. ""There is absolutely no improvement in the situation,"" CJI said. However, Centre conveyed to SC that negotiations are underway between the farmers and government.",politics
97,"Uttarakhand BJP chief calls 79-yr-old Cong leader 'budhiya', criticised","Uttarakhand BJP chief Bansidhar Bhagat has received criticism from several Congress members after he called 79-year-old Congress leader Indira Hridayesh a ""budhiya"" (old woman). Bhagat, who was responding to Hridayesh's claims that several BJP workers were in touch with the Congress, had said, ""Why would they contact you, old woman? What would one want to do with a sinking ship?""",politics
98,"Modi govt's apathy, arrogance has claimed lives of 60 farmers: Rahul","Congress leader Rahul Gandhi on Tuesday said that Modi government's apathy and arrogance have claimed lives of over 60 farmers. ""Instead of wiping their tears, GOI is busy attacking them with tear gas,"" Rahul said. He added, ""Such brutality, just to promote crony capitalists' business interests. Repeal the anti-farm laws.""",politics
99,Flipkart adds Marathi language on app after MNS-Amazon case,"E-commerce major Flipkart has incorporated Marathi, India's third most-widely spoken language on its app. This comes days after Maharashtra Navnirman Sena (MNS) workers allegedly vandalised warehouses belonging to Amazon in Mumbai and Pune over the party's demand for the global e-commerce giant to add Marathi on its app. Amazon later added it and moved to withdraw its case against MNS.",politics
100,"Rajiv Lakshman deletes photos with Rhea after they go viral, issues statement","'Roadies' fame Rajiv Lakshman deleted his photos with Rhea Chakraborty after they went viral. Rajiv had captioned the pictures as 'I Love You' and 'My Girl'. ""I seem to have created unnecessary trouble with my irresponsible choice of words on a post. Rhea is a dear old friend...and I’m happy to meet her again...and...I wish her well,"" he wrote.",entertainment
101,"Publication says Raj Kundra gifted Lamborghini to 8-yr-old son, he calls it fake news","Actor Shilpa Shetty's husband, businessman Raj Kundra, took to Twitter to react to an article by a publication which said he bought a Lamborghini for his eight-year-old son Viaan. ""Such a credible magazine but such a badly researched article! Kindly mention the Lambo was a toy Lambo car! #fakenews,"" he wrote. The article was later taken down by the publication.",entertainment
102,Bigg Boss 14 contestant Rahul Vaidya's mom confirms he'll marry Disha Parmar,"Bigg Boss 14 contestant Rahul Vaidya's mother Geeta has confirmed that her son will marry actress Disha Parmar this year. Talking to The Times of India, Geeta said, ""We're waiting for Rahul to come out [of the show], the moment he's out, [we'll]...finalise the dates."" She added, ""Disha doesn't want to get married in summer, so mostly we'll have...June wedding.""",entertainment
103,"Amitabh Bachchan, Sidharth Malhotra to team up for 'Aankhen 2': Reports","Actors Amitabh Bachchan and Sidharth Malhotra will reportedly team up for the film 'Aankhen 2'. The movie will be a sequel to the 2002 thriller-drama movie 'Aankhen', which starred Amitabh, Arjun Rampal, Akshay Kumar and Paresh Rawal. According to reports, Sidharth will play the role of a visually impaired man in the movie.",entertainment
104,This puts Trump into the dustbin of history: Clooney on US Capitol riots,"Hollywood actor George Clooney commented on the riots at the US Capitol by President Donald Trump's supporters and criticised Trump and his family. ""This puts Donald Trump, Donald Trump Jr. Ivanka, all of them, into the dustbin of history. That name will now forever be associated with insurrection."" He added, ""It's devastating to watch the people's house being desecrated."" 
",entertainment
105,Man booked for cheating film producer of ₹58.5 crore in Pune,Pune Police have booked a man for allegedly cheating a film producer named Parag Madhu Sanghvi of ₹58.5 crore. Police said that Sanghvi had entered into a business agreement with the accused. Sanghvi alleged that the accused cheated him by causing violation of the conditions in the agreement and misusing the logo of his company.,entertainment
106,There was a time when Shweta & I weren't speaking during 'Kasautii...': Cezanne,"Actor Cezanne Khan, while recalling the shooting of show 'Kasautii Zindagii Kay', said, ""There was a time when Shweta (Tiwari) and I weren't speaking at all."" ""It's okay, many actors don't get along. Things happen in life but we being professionals continued doing our job with sincerity,"" said Cezanne who played a character named Anurag Basu in the show.",entertainment
107,It means a lot when he says I've done well: Renee on mom Sushmita's boyfriend,"Sushmita Sen's daughter Renee Sen talked about her equation with her mother's boyfriend, Rohman Shawl, and said, ""He's...part of our lives...we really...love him."" Renee, who'll make her acting debut with short film 'Suttabaazi', added, ""He's a man of few words but it means a lot when he says I've done well...[He] wouldn't express much but when he does, it feels...special.""",entertainment
108,I'm always in rush to reach home: Aditya on life after marriage,"Singer Aditya Narayan spoke about how his life has changed after getting married to Shweta Agarwal and said, ""Now, every time I'm out of the house for work, I'm always in a rush to reach home."" He told The Times of India, ""I love the fact that we can...do different things and yet find time to do things together.""",entertainment
109,It was horror and disbelief: Sean Bean on Ned Stark's death in GoT,"Hollywood actor Sean Bean spoke about his character Ned Stark's death scene in the television series 'Game of Thrones', saying, ""It was horror and disbelief."" He added, ""Joffrey changed his mind (about exiling Ned), and then resignation and...seeing his daughter for the last time, Arya...Those mix of feelings is what made it what it was.""",entertainment
110,It won't make us mask free: Shilpa Shirodkar after getting vaccinated,"Actress Shilpa Shirodkar, who recently received a coronavirus vaccine dose in the UAE, said, ""I'm not mask-free yet...the vaccine won't make us mask free, it will just help us fight against the virus."" She told The Times of India that the course of the vaccine involves two doses and she is yet to get her second dose.",entertainment
111,"Sushant's Chanda Mama Door Ke to be revived, director says 'It'll be a tribute'","Sushant Singh Rajput's 'Chanda Mama Door Ke', which was supposed to star the late actor as an astronaut, will be revived, director Sanjay Puran Singh confirmed. He said it'll be a tribute to Sushant, adding, ""He was so attached to...script that I owe this to him."" Talking about the casting, Sanjay said, ""I can't think of a replacement for Sushant.""",entertainment
112,Mika Singh supports protesting farmers by sending water ration,"Singer Mika Singh recently launched his water brand and sent thousands of water bottles to farmers who are currently protesting against the Centre's farm laws. ""The farmers are not just protesting for their rights. It's for the country. If the farmers are not looked after, the whole food chain gets disturbed. I'm with the farmers,"" he said.",entertainment
113,Varun Dhawan to shoot a song with Salman Khan for 'Antim': Reports,"Actor Varun Dhawan will reportedly film a special song with Salman Khan for his upcoming film 'Antim: The Final Truth', which also stars Aayush Sharma. Reportedly, the song will be a ""Ganpati dance number"". Directed by actor-filmmaker Mahesh Manjrekar, the movie will feature Salman as a Sikh cop and Aayush will play the role of a gangster. ",entertainment
114,Such a colossal tragedy: Anupam on death of babies in Maha hospital fire,"Several celebrities expressed grief over the death of 10 babies in a fire incident at Bhandara District General Hospital in Maharashtra. Anupam Kher tweeted, ""It is such a colossal tragedy. I am saddened beyond words. Hope the injured recover soon."" Meanwhile, Dia Mirza wrote, ""This is just so heartbreaking!!! What an awful awful thing to happen.""",entertainment
115,Can't forget the times we've had: Karanvir remembers Kushal Punjabi,"Taking to Instagram on Saturday, actor Karanvir Bohra remembered late actor Kushal Punjabi and shared an old picture with him and actor Chetan Hansraj. He wrote, ""Can't forget the times we've had, this picture was taken in Goa exactly 10 years back."" Karanvir added, ""I pray that you're in a happy place #kushlani...Your family must be missing you so much.""",entertainment
116,Saif to join Adipurush shoot in March post paternity leave: Director,"Saif Ali Khan, who's expecting the birth of his second child with actress-wife Kareena Kapoor, will join the shoot of 'Adipurush' in March after his paternity leave ends, director Om Raut said. ""At this moment, my team is excited for...shoot to commence. They're preparing the final schedule,"" he said, adding, ""We plan to shoot all the way up to August.""",entertainment
117,"I'll never say no to TV, made that mistake once & it went against me: Rohit Roy","Actor Rohit Bose Roy has said he'll continue working on the small screen because it's the medium that made him what he is today. ""I won't quit any medium. I've made that mistake once during 'Shootout at Lokhandwala'...I'd said I might not do TV for a while and everyone took it to heart and it went against me,"" he added.",entertainment
118,Lucky to have her in my life: Sara on grandmother Sharmila Tagore,"Speaking about her grandmother and veteran actress Sharmila Tagore, actress Sara Ali Khan said, ""I'm very lucky to have a grandmother like her...She epitomises dignity and grace. And she's also an extremely maternal and loving grandmother."" Sara further told ETimes, ""If I watch 'Aradhana', and 'Mere Sapno Ki Rani', I'm like, 'Oh my God, that's my dadi'...Because she's just superb."" ",entertainment
119,"Director yelled at me after my first-ever shot, I wanted to quit: Vikrant","Vikrant Massey in an interview recalled his first-ever shot and said, ""I was shooting for...show, Kahaan Hoon Main. And just 20 minutes into the shoot, my director yelled at me...in front of everyone!"" ""I started crying and wanted to quit,"" he said, adding, ""But the supervising producer...took me to a corner, and...spoke to me kindly...and made me go back to...set.""
",entertainment
120,"Impeach Trump, this is terrorism: Lady Gaga on US Capitol riots","Following riots at the US Capitol by President Donald Trump's supporters, American singer Lady Gaga took to social media and called for Trump's impeachment. ""I hope we focus to impeach Trump so Congress has the constitutional authority to possibly disqualify him from future election...He incited domestic terror. How much more violence needs to happen? This is terrorism,"" she tweeted.
",entertainment
121,Why unnecessarily speculate: Anubhav on reuniting with Ayushmann,"Reacting to media reports about reuniting with his 'Article 15' actor Ayushmann Khurrana for a new spy film based in North East India, filmmaker Anubhav Sinha tweeted, ""Dear film reporters. Why unnecessarily speculate a film's story."" Anubhav added, ""Firstly you got it wrong. Secondly, there [are] so many better stories you can do.""
 ",entertainment
122,My car got hit by a big truck on New Year's Eve: Tessa Thompson,"During her latest appearance on the 'Jimmy Kimmel Live' show, Hollywood actress Tessa Thompson revealed that her car got hit by a truck on New Year's Eve. ""I got hit by a big monster truck on the highway...It [was] as 'monster' as a truck could be...but I'm safe, obviously, and...the driver was very lovely in the end,"" she said.",entertainment
123,'The Conjuring' actress Vera Farmiga to star in horror film 'Bad Bloom',"Hollywood actress Vera Farmiga, known for starring in horror films like 'The Conjuring' series and 'The Orphan', will play the lead role in the upcoming horror film 'Bad Bloom'. According to The Hollywood Reporter, the movie will revolve around a family that lives in isolation on a remote island ""to keep an unknown creature at bay.""",entertainment
124,Ananya doesn't take things to her heart: Mom Bhavana on cyber-bullying,"Talking about cyber-bullying, actress Ananya Panday's mother Bhavana Pandey said that the actress is a positive person and ""she doesn't take things to her heart too much"". Bhavana further said that as a mother, she used to get very ""hurt and angry"" reading comments about Ananya and added, ""Now I understand that being a public figure it's okay"".",entertainment
125,Own a car without buying it : Revv Subscriptions,"You can now drive a new car every month as Revv provides the option to subscribe to your favourite car for 1-36 months with ₹0 down payment, ₹0 road tax and without the hassle of maintenance and service. The car will be sanitized and delivered to your doorstep ensuring complete safety for you and your loved ones.",automobile
126,TATA Motors introduces all-new 'Safari' built on OMEGARC platform,"TATA Motors has introduced the all-new 'Safari' built on OMEGARC, which is based on Land Rover D8 platform. The SUV draws a strong inspiration from the Safari lineage and enhances its pedigree of impeccable SUV stance, comfort, performance and robust build, TATA said. Safari is a true personification of luxury and power, it added.",automobile
127,"Dilip Chhabria, arrested for ₹40-cr scam, accused of cheating by Kapil Sharma",Kapil Sharma has been summoned by Mumbai Police for his statement in connection with car designer Dilip Chhabria's alleged cheating and forgery case. He had filed a complaint against Chhabria for allegedly cheating him and has been called to record his statement as witness. Chhabria was arrested in DC Avanti car financing and forgery scam of at least ₹40 crore.,automobile
128,Honda Motorcycle offers voluntary retirement amid demand slowdown,"Honda Motorcycle and Scooter India is offering voluntary retirement to employees amid slowing demand due to COVID-19, according to a letter. Employees who are above 40 years or have completed 10 years of service, as of January 31, 2021, are eligible for the scheme. The first 400 employees who opt for retirement would get an additional ₹5,00,000, the company said.",automobile
129,Bajaj Auto becomes world's most valuable two-wheeler company,"Pune-based Bajaj Auto has said that it has become the world's most valuable two-wheeler company as its market capitalisation crossed ₹1 lakh crore. Bajaj Auto achieved this milestone as it celebrates the 75th year of its operations. Bajaj Auto on Monday reported an 11% increase in total sales at 3,72,532 units in December 2020.",automobile
130,Ford cancels plan to give control of India business to Mahindra & Mahindra,"US carmaker Ford on Thursday said it is calling off its automotive joint venture with Mahindra and Mahindra due to the challenges caused by the pandemic. Under the deal, Ford was expected to transfer its local operations, including two factories, into a joint venture that would be majority-controlled by Mahindra. Ford said its independent operations in India will continue.",automobile
131,Tesla car navigates 576 km in Full Self-Driving with no human help in US,"A Tesla driver made a six-hour-long journey from Los Angeles to San Jose, travelling almost 576 km, in the Full Self-Driving mode with almost no human interventions. The driver claimed that they refrained from steering the car, accelerating or braking, except to make one stop to charge the car. They took control once to avoid large debris on road.",automobile
132,Alphabet's Waymo to no longer use the term 'self-driving' for its tech,"Alphabet's subsidiary Waymo has said that it will no longer use the term ""self-driving"" to describe the technology it has been developing. The company will, instead, be opting for the term ""autonomous"". ""Waymo's vehicles don't drive themselves. Rather, Waymo is automating the task of driving and thus the term ""autonomous driving"" is more accurate,"" the company said.",automobile
133,"Tesla shares jump 4.9%, its market value crosses $800B for 1st time","Shares of Tesla jumped 4.9% on January 8, taking its market capitalisation to more than $800 billion for the first time ever. This comes right after Tesla's market value crossed $774 billion, making it Wall Street's fifth most valuable company, just behind Alphabet and ahead of Facebook. Tesla CEO Elon Musk surpassed Jeff Bezos to become the world's richest person.",automobile
134,"Tesla beats 2020 delivery estimates, falls short of Musk's target","Tesla on Saturday reported 4,99,550 vehicle deliveries during 2020, bettering Wall Street estimates of 4,81,261 vehicles, according to Refinitiv data. However, annual deliveries fell slightly short of CEO Elon Musk’s target of 5,00,000. Musk had set the target before the COVID-19 pandemic struck, and maintained it even as its only US plant was forced to shut for several weeks.",automobile
135,"Audi to phase out combustion engines in 10-15 years, offer only EVs: Report","German automobile giant Volkswagen's premier carmaker Audi aims to phase out combustion engines and offer only electric vehicles in the next 10 to 15 years, reported a local German newspaper. Audi CEO Markus Duesmann told the newspaper that “protection of the environment and economic success go together well”. The company is currently working on a concrete time plan, it reported.",automobile
136,Tesla to start delivering its China-made Model Y SUVs this month,"Tesla has started selling China-made Model Y SUV and will deliver them to customers this month. The starting price of a Model Y in China is now $52,028.16, according to its China website. Tesla recently launched its largest Supercharger station in China. The new station has 72 stalls of Tesla's V2 Supercharger, which can output 150 kW.",automobile
137,General Motors changes logo for 1st time since 1964 to highlight EV focus,"US-based automobile giant General Motors (GM) on Friday unveiled a new corporate logo, its first major logo change since 1964, to highlight its focus on electric vehicles (EVs). The ""m"" in the new logo is a nod to the shape of an electrical plug, the company said. GM has also said it will launch 30 new EVs by 2025-end.",automobile
138,Hyundai retracts Apple reference from its statement on EV tie-up,"Hours after a Hyundai spokesperson confirmed that it was in talks with Apple, the South Korean auto giant revised its statement and withdrew references to the iPhone maker from it. In the new statement, Hyundai said it had been contacted by potential partners for development of autonomous electric vehicles. The confirmation had caused Hyundai's value to rise by $9 billion.",automobile
139,Tesla Full Self-Driving's safety to be above avg driver's in 2021: Musk,"Tesla CEO Elon Musk tweeted he is confident Tesla's ""Full Self-Driving will work at a safety level well above that of the average driver this year"". He said this in response to a post talking about Musk being confident that Tesla will be able to achieve level five autonomy next year. Tesla recently released an update featuring in-car video games.",automobile
140,Hyundai confirms it is in talks with Apple amid EV tie-up reports,"South Korean automobile giant Hyundai Motor on Friday confirmed that it is in early talks with Apple, after a local media outlet said the firms were discussing an electric car and battery tie-up. This confirmation comes weeks after it was reported that Apple was working on launching its own electric vehicle by 2024. Hyundai shares surged 25% after the announcement.",automobile
141,Apple adds more Tesla ex-execs to its self-driving car team: Report,"A ""small team"" at Apple working on its self-driving car has seen the addition of more former Tesla executives, Bloomberg reported. The report said Apple recently hired Jonathan Sive, a vehicle engineer from Tesla and Waymo, as a senior manager on the car project. It also hired former Tesla engineering VP Steve MacManus, who is now working for the project. ",automobile
142,Entertainment will be critical when cars drive themselves: Elon Musk,"Tesla CEO Elon Musk, while discussing in-car gaming in autonomous vehicles, tweeted, ""Entertainment will be critical when cars drive themselves."" Tesla recently released an update that featured three new in-car video games. Musk said an online multiplayer version of one of the games will be added and asked people what Tesla should do with in-car gaming in an autonomous world.",automobile
143,Tesla cars' sudden acceleration reports were due to user error: NHTSA,"The US NHTSA has determined the reports of sudden unintended acceleration (SUA) involving four different Tesla models were due to user error. NHTSA is denying a petition to formally review over 6.62 lakh vehicles and potentially recall them. It said there is ""no evidence"" of any fault in the cars' systems that contributed to any of the incidents.",automobile
144,Tesla responsible for 2/3 of all my pain combined: Elon Musk,"Tesla CEO Elon Musk has tweeted, ""Tesla is responsible for 2/3 of all the personal & professional pain in my life combined. But it was worth it."" He added that at Tesla's start he thought it had ""(optimistically) a 10% chance of surviving at all"". Musk praised Tesla's team for producing and delivering nearly half a million cars in 2020.
",automobile
145,7 Tesla EVs imported to Nepal in 2020,"Around seven Tesla electric vehicles (EVs) were imported to Kathmandu, Nepal, in 2020, despite the fact that Tesla has not officially launched in the country yet. The vehicles were imported from South China EXIM by automobile dealers Shreema Distributors and ARETE International. Five Tesla cars have been sold so far, an official from ARETE International said.",automobile
146,Tesla opens its largest Supercharger station in Shanghai,"Tesla has unveiled its largest Supercharger station in Shanghai, China, with 72 charging stalls. The electric vehicle (EV) manufacturer has defeated its own record of single-point EV super-charging station with 56 stalls that it opened in California in 2020. Tesla has also been expanding its network of service centres and is planning to add one centre every week in 2021.",automobile
147,Fiat Chrysler to invest $250 million in India unit ,"Fiat Chrysler Automobiles (FCA) has said it will invest $250 million in India to launch four new sport-utility vehicles (SUVs) over the next two years, taking its total investment in the country to over $700 million. The company will produce and assemble the new SUVs at its car plant in Maharashtra, which it jointly owns with Tata Motors.",automobile
148,Tesla stock that gained 740% in 2020 gets divided price targets for 2021,"JPMorgan analysts have rated Tesla stock ""underweight"" and given it a price target of $90 for 2021, an 87% drop from current levels. On the other hand, Goldman Sachs has a ""neutral"" rating for Tesla, with a 12-month price target of $780. Tesla opened at $84.90 on January 2, 2020, and gained 740% over the year to close above $700-mark.",automobile
149,Tesla short sellers lost $38 bn in 2020 as shares surged 730%,"Tesla short sellers lost over $38 billion in mark-to-market losses this year as the electric vehicle maker's shares surged over 730%, according to data from S3 Partners. The next-biggest loss for short sellers was on Apple at $7 billion. This ""is the largest yearly mark-to-market loss I have ever seen,"" Ihor Dusaniwsky, Managing Director of S3 Partners said.",automobile
150,Jeff Bezos names Blue Origin's landing ship after his mother,"Jeff Bezos on Wednesday unveiled Blue Origin's latest landing ship and revealed that it has been named after his mother, Jacklyn Bezos. ""New Glenn's first stage will come home to the Jacklyn after every flight,"" he wrote in an Instagram post. The 600-foot ship has been designed as a floating landing point for the first-stage booster of New Glenn rocket.",science
151,NASA takes pic of 'Wolf Moon'; shares the story behind the name,"NASA shared a picture of 'Wolf Moon', the 13th and final full Moon of 2020 that will be visible for about three days. NASA said the Algonquin tribes of what is now the northern and eastern US named it 'Wolf Moon' as packs of wolves howled hungrily outside villages in winter. Another name for it is 'Ice Moon', NASA said.",science
152,Firework that lasted for 150 yrs: NASA on pic of super-massive star Eta Carinae,"The official Instagram page of NASA has shared the picture of Eta Carinae, a doomed super-massive star 7,500 light-years away that went through a ""Great Eruption"" in the 1840s that made it the second-brightest visible star in the sky for over a decade. ""Have you ever seen a slow-motion firework show that lasted...over 150 YEARS?"" wrote NASA. ",science
153,2011-2020 warmest decade on record: World Meteorological Org,"The decade from 2011 to 2020 is the warmest recorded decade ever, according to the World Meteorological Organization (WMO). ""This year is on track to be one of the three warmest on record and may even rival 2016 as the warmest on record. The six warmest years have all been since 2015,"" the WMO tweeted.",science
154,Intact Ice Age-era woolly rhino discovered in Siberia,"Paleontologists have found one of the best-preserved specimens of an Ice Age-era woolly rhino to date in Siberia. The rhino is believed to have lived in the late Pleistocene era, anywhere between 20,000 and 50,000 years ago. It was discovered with all its limbs, some of its organs including part of the intestines, its tusk and a lump of fat.

",science
155,What is the Candida auris outbreak that was reported in a COVID-19 unit in US?,"Candida auris is an emerging fungus that is often multidrug-resistant and some strains are resistant to all three available classes of antifungals, according to US' Centers for Disease Control and Prevention (CDC). The CDC said it is difficult to identify with standard laboratory methods. A Candida auris outbreak was reported in a COVID-19 unit in Florida last year.",science
156,"2020 was faster than usual, broke record for shortest day 28 times: Scientists","The 28 fastest days on record all occurred in 2020, with Earth completing its rotations around its axis milliseconds quicker than average, scientists said. The shortest day was July 19, when Earth completed one spin 1.4602 milliseconds faster than 86,400 seconds. Before 2020, the shortest day was noted on July 5, 2005, when the Earth's rotation was 1.0516 milliseconds faster.",science
157,Cancer drug outperforms remdesivir against COVID-19 virus: Study,"Researchers said pralatrexate, a drug originally developed to treat lymphoma, has outperformed remdesivir drug against SARS-CoV-2 in lab settings. Haiping Zhang of the Shenzhen Institutes of Advanced Technology and others screened 1,906 existing drugs for their potential ability to inhibit replication of SARS-CoV-2. Pralatrexate and azithromycin successfully inhibited replication of the virus.",science
158,IIT-B researchers create AI model to identify malaria parasites,"Researchers from IIT-Bombay have created an AI-based model using proteomics technology that can help differentiate between two major species of malaria parasites, P falciparum and P vivax. These species are not differentiable using the rapid diagnostic tests (RDT), Shalini Aggarwal, who was part of the study, said. The researchers are currently working on developing a diagnostic kit prototype.",science
159,Puerto Rico commits $8 mn to rebuild collapsed Arecibo telescope,"Puerto Rico Governor Wanda Vázquez Garced has signed an executive order approving $8 million to rebuild the world's second largest radio telescope at the Arecibo Observatory. The order stated the reconstruction as a matter of ""public policy"". The Governor has also declared the observatory site a historic zone. The telescope had collapsed due to structural problems on December 1. ",science
160,SpaceX will try to 'catch' boosters returning from space: Elon Musk,"Elon Musk said that SpaceX will ""try to catch"" Super Heavy rocket boosters returning from outer space instead of making them land. This will be done with the help of a launch tower arm, he added. Currently, the return of Falcon 9 boosters involve touching down on a boat or a launchpad using ""legs"" that are built into the rocket.",science
161,2020 8th warmest year in India in 121 years: IMD,"The India Meteorological Department (IMD) has said that 2020 was the eighth warmest year India recorded in the last 121 years. Last year, the annual mean land surface air temperature average was 0.29°C above normal, for the period average considered between 1981 and 2010. However, it was much lower than 2016 (+0.71°C), which remains the warmest year recorded since 1901.",science
162,CO2 levels to be 50% higher than pre-industrial era in 2021: Report,"Human activity will push concentrations of carbon dioxide in the atmosphere to levels 50% higher than before the Industrial Revolution, in 2021, the UK's Met Office reported. CO2 concentration is expected to exceed 417 ppm for several weeks from April to June for the first time. However, CO2 accumulation is expected to be slightly slower than usual in 2021.",science
163,US aquarium agrees to delay 5 beluga whales delivery amid lawsuit,US-based Mystic Aquarium has agreed to delay acquisition of five beluga whales for research amid a lawsuit by an animal rights group trying to stop the delivery. The lawsuit said the whales would be harmed by the trip from their home. It added that they will also be harmed by being torn from long-term relationships with others of their species.,science
164,"Sunquakes may originate over 1,000 km beneath Sun's surface: NASA","NASA scientists suggested seismic activity on the Sun during solar flares, sunquakes, might be originating from 1,126.5 kilometres beneath its surface. Earlier, scientists believed magnetic forces or heating of Sun's outer atmosphere caused sunquakes. Scientists' new conclusion came after observing a sunquake with unusually sharp ripples produced from a moderately strong solar flare in 2011.",science
165,China to open world's largest radio telescope to int'l scientists in April,"China will officially open the world's largest single-dish radio telescope to international scientists, starting April 1. The 500-metre Aperture Spherical radio Telescope (FAST) has a diameter of half a kilometre and had started operations in January last year. It has a receiving area equivalent to about 30 football fields.",science
166,2020 ties with 2016 as warmest year on record: EU,"According to data published by the EU climate monitoring service, 2020 tied with 2016 for the warmest year worldwide. The year was also the warmest year in Europe since records began. It topped the previous temperature record of 2019 in Europe by 0.4°C. The data showed 2020 was 1.25°C warmer than during the pre-industrial period from 1850-1900.  ",science
167,"Scientists make film that absorbs sweat's moisture, helps power devices","NUS scientists have developed a film that is ""extremely effective in evaporating sweat"" from the skin and then absorbing the moisture from sweat. The film can rapidly release water on exposure to sunlight and can be ""regenerated"" and reused for more than 100 times. Scientists also made a wearable energy harvesting device comprising eight ECs, using the film as electrolyte.
",science
168,ISRO chief K Sivan's tenure extended by one year,"The Centre on Wednesday extended the services of ISRO chief K Sivan as Space Secretary and Space Commission Chairman by a year. Sivan was provided the extension since the space programme's flagship projects, Gaganyaan and Chandrayaan-3, are still pending. His tenure will now be up to January 14, 2022, or until further orders, whichever is earlier.",science
169,India's 40th scientific expedition to Antarctica to leave from Goa on Jan 5,"India's 40th scientific expedition to Antarctica will leave on a ship from Goa on January 5 with 43 members, less than the conventional strength, due to COVID-19. The vessel will sail from Goa's MPT to Cape Town, from where it will reach Antarctica in about 18 days. Two helicopters will be added to the expedition at Cape Town.",science
170,"China's Mars probe travels 400M km in 163 days, to enter Mars' orbit in Feb","China's first Mars exploration mission Tianwen-1 travelled more than 400 million kilometres by January 3 and is expected to enter Mars' orbit next month, China's space agency said. It was about 130 million kilometres from Earth and about 8.3 million kilometres from Mars. After entering Mars' orbit, it will spend two-three months surveying potential landing sites.


",science
171,Sinking land may affect 635 million people worldwide by 2040: Study,"The gradual sinking of land could affect 635 million people globally by 2040, according to new research funded by UNESCO. During the past century, land subsidence due to groundwater depletion occurred at 200 locations in 34 countries. Researchers said most of the 635 million inhabitants in subsistence-susceptible areas are located in Asia, with a total exposed GDP of $9.78 trillion.",science
