,news_headline,news_article,news_category
357,I made peace with potential loss: US man who forgot password to $220M bitcoins,"The US man, who forgot the password to access his bitcoins worth $220 million, has said that he long ago ""made peace"" with the reality that he may never gain access to those bitcoins. Stefan Thomas' key for his digital wallet is locked in a hard drive that allows 10 password attempts. He is left with only two more tries.",technology
358,Few issues came up with CoWIN app on 1st day of vaccination drive: Health Min,"The Ministry of Health and Family Welfare (MoHFW) said that the CoWIN platform faced a few issues on the first day of COVID-19 vaccination drive on Saturday. There was a delay in uploading beneficiary lists at some session sites and some healthcare workers were vaccinated even though they were not scheduled on CoWIN, Manohar Agnani, Additional Secretary at MoHFW, said.",technology
359,"Amazon, Uber among 3,000 new donors to Joe Biden's inauguration","Over 3,000 donors, including Amazon and Uber, made new contributions to US President-elect Joe Biden's inaugural ceremonies. The Biden Presidential Inaugural Committee disclosed the names of 3,184 additional donors after it made its first disclosure of 959 donors, which included Microsoft and Google, last week. Each donor has given at least $200, but individual amounts have not been disclosed.",technology
360,AI models to predict future of COVID-19 patients' condition made: Facebook,"Facebook and NYU claim to have developed three machine learning models to help doctors predict how COVID-19 patients' condition may develop. Facebook said the model using sequential chest X-rays can predict up to ""four days"" in advance if a patient may need more intensive care solutions. The predictions could help doctors avoid sending at-risk patients home too soon, Facebook added.",technology
361,Parler CEO and his family go into hiding after receiving death threats,"Parler CEO John Matze has gone into hiding with his family after receiving death threats and security breaches, Matze's lawyer has revealed. Many Parler employees are also facing harassment and hostility and some of them have fled in order to escape persecution, the lawyer added. Earlier, Parler sued Amazon for discontinuing its services following the attack at the US Capitol.",technology
362,US consumers spent record $57 bn on video games in 2020: Report,"US consumers set a new record by spending $56.9 billion on video games in 2020, according to a report by global market research company NPD Group. The figure marked a 27% increase compared to 2019. Annual hardware sales also hit $5.3 billion, 35% higher than in 2019. The report added that Nintendo Switch was the best-selling hardware platform of 2020.",technology
363,Google to continue protecting our users' privacy: Fitbit CEO on acquisition,"Fitbit CEO James Park in an online post said Google will continue to ""protect Fitbit users' privacy"". He added users' health and wellness data will be kept separate from other Google ad data and that Google will allow users to choose to connect to third party services. Earlier this week, Google announced it had completed $2.1 billion acquisition of Fitbit.",technology
364,Online publishing site Medium acquires social e-book app Glose,"US-based online publishing platform Medium on Saturday said it has acquired French social digital book platform Glose. Glose CEO Nicolas Princen said the deal could help readers jump from an article directly into a book. ""We're impressed...by Glose's reading products, technology [and] experience in partnering with book authors and publishers,"" Medium CEO Ev Williams said.",technology
365,Tesla asks US safety agency to declare speed display issue inconsequential,"Elon Musk-led Tesla asked the US National Highway Traffic Safety Administration (NHTSA) to declare its speed display issue as inconsequential to safety, reported Reuters. Over six lakh Tesla vehicles do not comply with safety standards because displays can be switched from miles per hour to only metric measurements. Tesla said a majority of vehicles have since corrected the issue.",technology
366,Apple's bid to reduce $502M penalty to VirnetX denied in US: Report,"Apple lost the bid to set aside or reduce $502.8 million patent infringement verdict favouring VirnetX, Reuters reported. A US judge also awarded interest and royalties that could take Apple's total payout in the lawsuits between them to above $1.1 billion. The judge denied Apple's claim that VirnetX's award should not exceed $113.7 million and request for a new trial.",technology
367,US carmakers ask for government's help amid global chip shortage,"The AAPC, a lobbying organisation for GM, Ford Motor and US operations of FCA, has asked the US government to help find a solution to the global chip shortage. It said the issue could diminish automakers' production and affect the US economy negatively. AAPC President Matt Blunt said he has also begun ""nascent"" discussions with the President-elect Joe Biden's administration.",technology
368,US Senate Republican asks tech firms to explain ban on conservative users,"Outgoing Republican chairman of the Senate Commerce Committee Senator Roger Wicker has asked the CEOs of five major US tech firms to answer questions about their decisions to restrict or permanently ban accounts of ""thousands of conservative users"". The firms questioned are Apple, Facebook, Amazon, Alphabet and Twitter. He has also sought explanations for the moves against Parler.",technology
369,"6,000 Amazon workers to vote in Feb on its 1st US union formation","Around 6,000 workers at Amazon's warehouse in Alabama will begin voting next month on whether to unionise their workplace, potentially paving the way for the first US-based union at Amazon. The election will let workers cast a vote by mail-in ballots beginning February 8. Workers will be deciding on whether to join the Retail, Wholesale and Department Store Union.",technology
370,US states to argue that Google Play abuses dominance in potential lawsuit,"A lawsuit in the US, likely to be headed by attorneys general of Utah, North Carolina, New York, and other states, will argue that Google's search feature and Play abused its dominance of the internet search business. This will be the fourth government lawsuit against Google since late 2020. Epic Games had also sued Apple and Google last year.",technology
371,Japan's Nintendo theme park's opening delayed due to COVID-19,"Universal Studios Japan postponed the opening of Super Nintendo World theme park due to COVID-19. The park was originally scheduled to open on February 4, but the organisers said they will now re-evaluate and decide on a new date once COVID-19 restrictions are lifted. Japan earlier declared a state of emergency, in some prefectures, that will remain till February 7.",technology
372,"Hardik, Krunal Pandya's father dies due to heart attack, Krunal leaves SMAT bio-bubble","Cricketers Hardik Pandya and Krunal Pandya's father Himanshu Pandya passed away due to a heart attack this morning. Baroda captain Krunal has left the Syed Mushtaq Ali Trophy (SMAT) bio-bubble in order to be with his family. Krunal wouldn't be taking part in the remaining matches of the tournament, Baroda Cricket Association (BCA) CEO Shishir Hattangadi told ANI.",sports
373,People dressed up as Star Wars characters seen during Aus-India Test,"During the second day of the fourth and final Test between Australia and India at the Gabba, spectators dressed up as Star Wars characters were seen at the stadium. Photos and videos of the spectators went viral on social media. ICC shared an image of the spectators and wrote, ""The best dress up award on day two goes to.""",sports
374,"Day 2 play abandoned due to rain, India trail Australia by 307 runs","The second day's play of the Brisbane Test was prematurely abandoned due to rain. India ended the day at 62/2 in their first innings, trailing Australia by 307 runs. Australia were bowled out for 369 in their first innings, with Shardul Thakur, Washington Sundar and T Natarajan taking three wickets each.",sports
375,"Why would you play that irresponsible shot, you're a senior player: Gavaskar to Rohit","Ex-India captain Sunil Gavaskar has criticised Rohit Sharma over his dismissal in the first innings of Gabba Test. ""Why? That's an unbelievable shot. That's an irresponsible shot,"" Gavaskar said. He added, ""Why would you play that shot? You are a senior player, there's absolutely no excuse for this shot,"" he added. Rohit was caught in the deep for 44(74).",sports
376,"Shane Warne trolls Rishabh Pant over sunglasses, gets trolled by fans","Ex-Australia spinner Shane Warne trolled Rishabh Pant over his sunglasses while commentating in Brisbane Test. ""Straight out of the service station?"" Warne commented on Pant's shades. A journalist tweeted images of Warne wearing different sunglasses, writing, ""Warne having the gall to call out anyone's taste in sunglasses."" Another wrote, ""Some late entries into Warne sunglasses hall of shame.""",sports
377,"Hardik Pandya pens note for his late father, shares pics","Cricketer Hardik Pandya took to Instagram to pen a note for his father Himanshu Pandya, who passed away due to a heart attack on Saturday. ""Your sons are standing where they are right now only because of you, your hard work, your self-belief and [that] you were always happy,"" he wrote. ""Rest in peace my king,"" he added.",sports
378,He was a full of life person: Kohli condoles demise of Pandya brothers' father,"India captain Virat Kohli took to Twitter to condole the demise of Himanshu Pandya, the father of Hardik Pandya and Krunal Pandya. ""Heartbroken to hear about the demise of Hardik and Krunal's dad. Spoke to him a couple of times, looked a joyful and full of life person. May his soul rest in peace. Stay strong you two,"" Kohli wrote.",sports
379,What is the underarm incident which Chappell mentioned in his letter to Paine?,"In his letter to Australia captain Tim Paine, Greg Chappell mentioned the underarm bowling incident for which he was criticised. Chappell, the then Australia captain, instructed his brother Trevor to bowl underarm as New Zealand needed seven runs off final ball in an ODI in 1981. Chappell revealed a girl came to the ground and called him ""a cheat"".",sports
380,"Fan criticises Sreesanth over 'death stare' to 19-yr-old batsman, cricketer responds","A fan criticised Kerala's 37-year-old pacer Sreesanth for giving a 'death stare' to Mumbai's 19-year-old opener Yashasvi Jaiswal. The fan tweeted that ""long run-up"" and ""sledging"" doesn't make anyone a world-class bowler. Sreesanth responded to the fan, writing, ""I always give the very best to every delivery."" Sreesanth further praised Yashasvi, writing, ""Proud of the way he plays.""",sports
381,"Shardul, Sundar's fifties help India score 336; Australia lead by 54 runs after Day 3","Australia ended the third day of Brisbane Test at 21/0 in the second innings, leading India by 54 runs. Earlier, Washington Sundar and Shardul Thakur put on a partnership of 123 runs off 217 balls, India's highest partnership for the seventh wicket at the Gabba. The duo also scored their maiden fifties in Test cricket, helping India score 336. ",sports
382,"Cricketer Mandeep Singh, wife Jagdeep blessed with a baby boy","Punjab captain Mandeep Singh and his wife Jagdeep Jaswal Singh have been blessed with a baby boy. The cricketer took to social media to announce the news. He wrote, ""How wonderful life is now that he’s here...Me and Jagdeep are extremely happy to announce the arrival of our little prince, Rajveer Singh...Born January 16, 2021.""",sports
383,"Washington was disciplined, filled Ashwin's role quite well: Aus assistant coach","After Australia were bundled out for 369 runs in their first innings at The Gabba, their assistant coach Andrew McDonald said that Indian bowlers applied pressure throughout the innings made scoring difficult for the hosts. ""I thought Washington Sundar, in particular, was disciplined and [he filled] that role of Ravichandran Ashwin quite well and kept it tight,"" he added. ",sports
384,"I'm in good zone, not worried about IPL auction: Azharuddeen whose bucket list went viral","Kerala opener Mohammed Azharuddeen, whose bucket list at his house went viral after he smashed a 37-ball hundred in a T20 match against Mumbai, has said that he's in a good zone and is not worried about the IPL auction. ""IPL, four hundreds in a Ranji season, own house, Benz, 2023 World Cup,"" his bucket list read.",sports
385,"England Women's Wyatt congratulates Arjun Tendulkar on T20 debut, says great start","After Sachin Tendulkar's son Arjun Tendulkar made his T20 debut, playing for Mumbai in their Syed Mushtaq Ali Trophy match against Haryana, England women's cricketer Danielle Wyatt congratulated the 21-year-old, saying it's a ""great start"". With Arjun's debut, Sachin and his son have become the first father-son pair from India to feature in T20 cricket.",sports
386,What he was thinking there we'll never know: Ponting on Rohit's dismissal,"After Rohit Sharma got out playing a rash shot on Day 2 of the fourth Test, ex-Australia captain Ricky Ponting criticised him for the way he got dismissed. ""The trap was set for him...so what Rohit was thinking there we'll never know...You can't just be going and throwing what could have been such a promising innings away,"" Ponting said.",sports
387,"The way Dravid played Wasim, Waqar made us realise he was special: Inzamam","Former Pakistan captain Inzamam-ul-Haq recalled when he saw Rahul Dravid bat for the first time against the likes of Wasim Akram and Waqar Younis, he realised that Dravid had a very bright future. ""Wasim and Waqar's name was enough for any youngster. But the confidence with which Dravid played them made us believe that he is special,"" Inzamam said.",sports
388,Australia have identified where to bowl to Pujara: Glenn McGrath,"Ex-Australia pacer Glenn McGrath has said Australia pacers have identified where to bowl to Cheteshwar Pujara to keep him away from scoring runs. ""Pujara is getting out in similar ways...[Australia] have been able to execute [their plans]...and they've got the result they wanted,"" he added. Pujara has scored 215 runs in his seven innings so far in the four Tests. ",sports
389,"Pant always tries to smash me, looking forward to bowl to him: Lyon","Australia spinner Nathan Lyon on Saturday said he's looking forward to bowling to Rishabh Pant in the ongoing fourth Test. ""Pant always tries to smash me so I'm looking forward to bowl to him, it's always a great battle with him,"" Lyon stated. The second day's play of the Brisbane Test was prematurely abandoned due to rain.",sports
390,"Root slams his 4th Test 200 to become 7th England batsman to score 8,000 runs","England Test captain Joe Root on Saturday slammed his fourth double century in Test cricket and completed 8,000 runs in the longest format of game. He became the seventh England batsman to achieve the feat. Playing in his 98th Test, Root scored 228 off 321 balls to help England post 421 runs in response to Sri Lanka's 135-run first-innings total. ",sports
391,Not a good tradition: Shahid Afridi on 28-yr-old Amir's retirement,"
Talking about 28-year-old pacer Mohammad Amir's retirement after he was excluded from the T20I squad for New Zealand series, former Pakistan captain Shahid Afridi said it's not a good tradition. ""PCB should communicate its plans with them so that they mentally prepare themselves if they are dropped due to any issues,"" he added. Amir had alleged ""shabby"" treatment from PCB.",sports
392,3 test positive for COVID-19 on two Australian Open charter flights,"Three COVID-19 cases were detected among two of the 17 charter flights carrying tennis players, coaches and officials to Melbourne ahead of the Australian Open. None of the players have tested positive. However, the 47 players from the two affected flights, arriving from Los Angeles and Abu Dhabi, are now in a strict 14-day quarantine.",sports
393,Sundar third Indian cricketer to hit 50 and take 3 wickets on Test debut,"Washington Sundar on Sunday became the third Indian cricketer to score a half-century and take a three-wicket haul on his Test debut. Before Sundar, Hanuma Vihari had achieved the feat in England in 2018 while Dattu Phadkar was the first one to do so in Australia in 1947. After picking 3/89, Sundar scored 62 in the first innings in Brisbane.",sports
394,PCB showed no vision at all: Inzamam-ul-Haq on Pak squad for SA Tests,"Ex-Pakistan skipper Inzamam-ul-Haq has said that the PCB selection committee headed by Mohammad​ Wasim showed ""no vision at all"" in picking the squad for South Africa Tests. ""Tabish Khan is a pacer [who] is over 36...Abdullah Shafique has played one first-class match...On the basis of just one match, we're making efforts to give Test cap to a player,"" Inzamam added.",sports
395,Young bowlers gave a very good performance: Gavaskar on Day 2 of 4th Test,"Ex-India captain Sunil Gavaskar has praised the performance of Team India's bowling attack in the ongoing Brisbane Test after they bundled out Australia for 369 runs in their first innings. ""Bumrah, Ashwin and Jadeja, who're the lynchpins of our bowling attack, they were not playing, still our young bowlers gave a very good performance,"" he stated. ",sports
396,Don't regret playing that short off Lyon: Rohit on being dismissed on 44(74),"India opener Rohit Sharma said he doesn't regret playing the aerial shot off Nathan Lyon on the second day of the ongoing fourth Test. ""I reached where I wanted to reach just that I did not connect with where I wanted to hit the ball...I actually liked what I did today,"" he stated. Rohit got out after scoring 44 runs. ",sports
397,13 suffer mild facial paralysis after receiving 1st doses of vaccine in Israel,"At least 13 people suffered mild facial paralysis after receiving first doses of a COVID-19 vaccine in Israel, news website Ynet said quoting the country's Health Ministry. ""For at least 28 hours I walked around with [facial paralysis],"" one person who had the side effect told Ynet. ""I can't say it was completely gone afterwards,"" the person said.",world
398,World's largest glove maker does mass screening as staff test COVID-19 +ve,"Top Glove, the world's largest manufacturer of rubber gloves, is conducting a mass screening of its workers after some of them at its Malaysian factories tested COVID-19 positive. Affected employees are currently under quarantine while contract tracing and testing are being done at two facilities. Top Glove's 28 factories were temporarily shut in 2020 after over 4,000 workers contracted COVID-19.
",world
399,Twitter launches @SecondGentleman account for US VP-elect Harris' husband,"Twitter has launched @SecondGentleman account for Douglas Emhoff, the husband of US Vice President-elect Kamala Harris. ""I'm so incredibly honoured and humbled to be the first @SecondGentleman of the United States. As we countdown to Inauguration Day, I've been doing my homework—and looking to the past for inspiration,"" he tweeted from his personal Twitter account.",world
400,Coronavirus found on ice cream in Chinese city,"The coronavirus was found on ice cream produced locally in eastern China, prompting a recall of cartons from the same batch, according to the Chinese government. The Daqiaodao Food Company in Tianjin was sealed and its employees were being tested for the coronavirus, a government statement said. There was no indication anyone had contracted the virus from the ice cream.",world
401,23 die in Norway a short time after receiving 1st doses of Pfizer vaccine,"Twenty-three people have died in Norway a short time after receiving first doses of the Pfizer/BioNTech vaccine, Norwegian officials said. Of those deaths, 13 have been autopsied, with the results suggesting that common side effects may have contributed to severe reactions in frail, elderly people. Pfizer and BioNTech are working with the Norwegian regulator to investigate the deaths.",world
402,Number of people who died after receiving Pfizer vaccine in Norway rises to 29,"The number of people who have died after receiving first doses of Pfizer/BioNTech vaccine in Norway has risen to 29. ""All reported deaths are related to elderly people with serious basic disorders,"" the Norwegian Medicines Agency said. ""Most people have experienced the expected side effects of the vaccine, such as nausea and vomiting...and worsening of their underlying condition,"" it added.",world
403,"China builds 1,500-room hospital in 5 days after surge in COVID-19 cases","China on Saturday finished building a 1,500-room hospital for COVID-19 patients in five days to fight a surge in infections in Nangong city, state media reported. The hospital is one of the six hospitals being built in Nangong in Hebei province. A similar programme of rapid hospital construction was launched at the start of the outbreak last year in Wuhan.",world
404,FB bans ads for weapon accessories in US ahead of Biden's inauguration,"Facebook said on Saturday it will ban advertisements for weapon accessories and protective gear in the US with immediate effect until at least two days after President-elect Joe Biden's inauguration on January 20. ""We already prohibit ads for weapons, ammunition and weapon enhancements like silencers. But we will now also prohibit ads for accessories,"" Facebook said in a blog post.",world
405,"UK invites PM Modi to attend G7 summit, calls India 'pharmacy of the world'","The United Kingdom has invited Prime Minister Narendra Modi to attend the G7 summit to be held in the country in June. ""As 'pharmacy of the world', India already supplies more than 50% of the world's vaccines...Our prime ministers speak regularly and Prime Minister Boris Johnson has said he will visit India ahead of the G7,"" the UK stated.",world
406,"Thai hospital's eatery makes dishes using cannabis, says 'will help patients'","A restaurant in a hospital in Thailand has started serving dishes made using cannabis. The hospital's project leader said, ""Cannabis leaves, when put in the food or even a small amount...it will help the patient to recover faster from the illness."" Thailand has de-listed cannabis as a narcotic, allowing state-authorised firms to cultivate the plant.",world
407,"Biden to return US to Paris accord, end travel ban on Muslim nations on Day 1","US President-elect Joe Biden plans to sign several executive orders, including rejoining the Paris climate accord and ending the travel ban on predominantly Muslim countries, on his first day in office, according to a memo from incoming chief of staff Ron Klain. He will also sign orders halting evictions and student loan payments during the coronavirus pandemic.",world
408,Volcano spews ash 5km into the sky after eruption in Indonesia; video surfaces,"A volcano in Indonesia's East Java province erupted on Saturday, spewing ash and smoke as high as an estimated 5 kilometres into the sky, according to data from the geological agency at the country's energy ministry. Videos on social media showed the grey ash clouds towering over houses after the Semeru mountain erupted. Notably, Indonesia has nearly 130 active volcanoes.",world
409,"Nepali mountaineers make history, scale world's 2nd highest peak K2 in winter","A group of 10 Nepali climbers set a new world record on Saturday when they became the first in winter to reach the summit of K2, the world's second-highest mountain at 8,611 metres. Mountaineer Nirmal Purja, a group member, said they reached the peak at 17:00 local time. ""The impossible is made possible!"" tweeted Purja after achieving the feat.",world
410,"Drunk man breaches security, drives car close to a plane on Bangkok airport runway","In a security breach, a man drove his car onto the runway at Bangkok's Suvarnabhumi Airport. The driver was filmed driving along the runway close to a Boeing 777 that had just landed. The Thailand authorities released a statement saying that the investigation revealed the person was driving under the influence of alcohol when he breached the security cover.",world
411,"Taliban asks its leaders, commanders to not have multiple wives","Taliban in Afghanistan has asked leaders and commanders to not have more than one wife. Taliban said it led to increasing demand from commanders for funds to pay ""bride price"", the money which is given to a woman's family to secure her hand in marriage. ""If all leadership and commanders avoid polygamy, they won't indulge in corrupt practices,"" it added.",world
412,Singapore asks all incoming travellers to take COVID-19 test upon arrival,"Singapore's Health Ministry has asked all inbound travellers, including Singaporeans and permanent residents, to take a COVID-19 test upon arrival in the country from January 25. Currently, travellers who are not Singaporeans or permanent residents and who have a recent travel history to high-risk countries or regions are required to take a test within 72 hours before departure.",world
413,China systematically prevented transparent probe into COVID-19 origin: US,"US Department of State has released a fact sheet on the activity at Institute of Virology in China's Wuhan, the city where the COVID-19 outbreak was first reported. US accused Chinese government of ""systematically preventing a transparent and thorough investigation"" into origin of the coronavirus pandemic. It also said that the institute had ties with Chinese military.",world
414,Pakistan approves Oxford-AstraZeneca COVID-19 vaccine,"Pakistan has approved the use of Oxford-AstraZeneca COVID-19 vaccine, the country's planning minister Asad Umar said. Umar added that in the first phase it will be administered to health workers and those aged 65 and above. He further said that Chinese company CanSino is also holding clinical trials in Pakistan and hoped its vaccine would also be registered next month.",world
415,US Senate Republican asks tech firms to explain ban on conservative users,"Outgoing Republican chairman of the Senate Commerce Committee Senator Roger Wicker has asked the CEOs of five major US tech firms to answer questions about their decisions to restrict or permanently ban accounts of ""thousands of conservative users"". The firms questioned are Apple, Facebook, Amazon, Alphabet and Twitter. He has also sought explanations for the moves against Parler.",world
416,Biden names Indian-American as Dy Director of National Economic Council,"US President-elect Joe Biden has named Kashmiri-origin Indian-American Sameera Fazili as Deputy Director of the National Economic Council. The Economic Council advises the president on domestic and global economic policy. Fazili, who is currently the Economic Agency lead on the Biden-Harris Transition, had served as a senior advisor at the US Treasury Department in the Obama-Biden administration.",world
417,Taliban kills 13 police personnel in Afghanistan's Herat province,"At least 13 local police personnel were killed in an attack by three Taliban ""infiltrators"" on Friday night in Afghanistan's Herat province, officials said. Following the attack, the Taliban members reportedly took the weapons of the police with them. The attack came hours after US said it has reduced its troops in Afghanistan to 2,500 according to 2019 US-Taliban agreement.",world
418,"US carries out 13th, last federal execution under Trump administration","The US government on Saturday carried out the 13th and final federal execution under President Donald Trump's administration. Dustin Higgs, convicted in the killings of three women in a Maryland wildlife refuge in 1996, received a lethal injection at the federal prison in Terre Haute, Indiana. Trump ended a 17-year hiatus on the federal death penalty in July last year.",world
419,2 female Supreme Court judges shot dead in Afghanistan,"Two female Supreme Court judges were shot dead by unidentified gunmen in Afghanistan's Kabul on Sunday. The attack happened as they were travelling to their office in a court vehicle, said Ahmad Fahim Qaweem, a court spokesman. They were among more than 200 female judges working for the country's top court, the spokesman further said.",world
420,Death toll from earthquake in Indonesia rises to 73,"The death toll after an earthquake hit Indonesia's West Sulawesi province rose to 73 on Sunday, its disaster mitigation agency said. Over 820 have been injured and over 27,800 left their homes to seek shelter in either the mountains or evacuation centres, it added. Police and military officers have been deployed to prevent looting in the region, it further said.",world
421,Ugandan President Museveni wins sixth term as rival alleges fraud,"Ugandan President Yoweri Museveni has been re-elected for a sixth term in a vote his rival Bobi Wine rejected as rigged. Wine denounced the election results as ""complete fraud"" and asked citizens to reject them as Museveni refuted the allegations. Museveni won 5.85 million votes, or 58.6%, while Wine had 3.48 million votes (34.8%), the electoral commission said.",world
422,"BSP to contest 2022 UP, Uttarakhand assembly elections on its own","BSP chief Mayawati has announced that the party will not forge any alliance for the upcoming Assembly elections in Uttar Pradesh and Uttarakhand, adding, ""The party will contest the elections in all Assembly constituencies on its own."" Mayawati further announced that the BSP will provide COVID-19 vaccines to everyone free of cost in UP if it wins the Assembly elections. ",politics
423,Samajwadi Janata Party (Rashtriya) President Kamal Morarka dies at 74,"Former Union Minister and Samajwadi Janata Party (Rashtriya) President Kamal Morarka passed away at the age of 74 on Friday evening following a brief illness. Morarka had also served as vice-president of the Board of Control for Cricket in India (BCCI). Rajasthan MLA Rajkumar Sharma condoled his demise, tweeting, ""This is an irreparable loss to all of us.""",politics
424,41 TMC MLAs want to join us in WB: BJP's Kailash Vijayvargiya,"Ahead of the West Bengal Assembly elections this year, BJP General Secretary Kailash Vijayvargiya said, ""I have a list of 41 MLAs who want to join BJP. If I take these legislators in BJP's fold, the Mamata Banerjee government will fall."" He added, ""We have decided that among these legislators, we will not take those whose image is not good.""",politics
425,Do you know what's more dangerous than coronavirus? It's BJP: Nusrat Jahan,"While addressing people at an event in West Bengal's Basirhat, actress-turned-TMC MP Nusrat Jahan said, ""Do you know what is more dangerous than corona? It is the BJP."" Adding that the party doesn't understand ""humanity"" and ""culture"", Jahan said, ""They (BJP) turn people against each other on the basis of religion and trigger riots.""",politics
426,"Attempts to intimidate: SAD after NIA summons farmer leader, actor","Shiromani Akali Dal (SAD) chief Sukhbir Singh Badal said the Centre is trying to intimidate farmers through NIA after farmers' leader Baldev Singh Sirsa and Punjabi actor Deep Sidhu were summoned among 40 others. ""Strongly condemn Centre's attempt...They aren't anti-nationals. And after failure of talks...it's absolutely clear that GOI is only trying to tire out farmers,"" Badal tweeted.",politics
427,Tell us why Indira Gandhi labelled Punjabis as Khalistanis: Harsimrat to Rahul,"SAD leader Harsimrat Kaur Badal criticised Congress' Rahul Gandhi after he showed support for farmers by participating in protests in Delhi. Kaur tweeted, ""Before...crying crocodile tears at why Punjabis (are) being called Khalistanis, you should tell why your grandmother (Indira Gandhi) used same words for Punjabis, why your father got them slaughtered and why you labelled them as drug addicts?""",politics
428,"BS Hooda, Surjewala detained during march to Raj Bhavan in Chandigarh","Former Haryana CM Bhupinder Singh Hooda and Congress General Secretary Randeep Surjewala were among the several Congress leaders who were detained on Friday while marching towards Raj Bhavan in Chandigarh in protest against the farm laws. ""We're not afraid of going to jail. No matter how many times we are put in jail, the government cannot stop us,"" Hooda said.",politics
429,I was with TMC and will remain with TMC: MP Satabdi Roy,"Bengal's TMC MP Satabdi Roy said on Friday that she isn't going to Delhi and she ""was with TMC and will remain with TMC"". This comes after Roy had meeting with party leader and CM Mamata Banerjee's nephew Abhishek Banerjee. Roy had earlier said that she's not being informed about party events in her Birbhum constituency, leaving her ""mentally pained"".",politics
430,Govt misled SC and people of India on 3 farm laws: Congress,Congress leader Abhishek Manu Singhvi has said that the Centre has misled the Supreme Court and people of India regarding the pre-legislative consultations with various stakeholders on the three farm laws. Singhvi added that this amounted to contempt of court after a response to an RTI query made it clear that no consultations were held before enacting the farm laws. ,politics
431,"Will help BJP win in Bengal, UP: Sakshi Maharaj takes a dig at Owaisi","BJP MP Sakshi Maharaj on Wednesday took a dig at AIMIM Chief Asaduddin Owaisi and said that he helped the party in Bihar polls and will also help them win assembly elections in two major states. ""May God give him [Owaisi] strength. He helped us in Bihar and will help in Uttar Pradesh and...in West Bengal too,"" he stated. 

",politics
432,"Cong holds nationwide protests against farm laws, observes 'Kisan Adhikar Diwas'","Congress party on Friday observed 'Kisan Adhikar Diwas' and held nationwide protests outside Governor houses against the farm laws and to show solidarity with the protesting farmers. ""We demand that the government should repeal these laws. We and farmers are not going to withdraw the protest till...the demands of the farmers are met,"" senior Congress leader KC Venugopal said.",politics
433,Rumours of Bihar ministers being involved in IndiGo manager's murder: Tejashwi,"Leader of Opposition in Bihar and RJD leader Tejashwi Yadav, in a Facebook live on Friday said that there are rumours of ministers in state government being involved in the murder of the IndiGo airlines manager Rupesh Kumar Singh. Singh was shot dead by unidentified bike-borne men in the Punaichak area of Patna on January 12.",politics
434,"Mark my words, Centre will be forced to repeal farm laws: Rahul","Congress leader Rahul Gandhi on Thursday alleged that the government is ""conspiring to destroy"" farmers and wants to give what belongs to them to ""two-three of their friends"". ""Mark my words...these laws...the government will be forced to take them back. Remember what I said,"" he added. Rahul further said that he is proud of what the farmers are doing.",politics
435,Army boosted country's morale during standoff with China: Rajnath,"Defence Minister Rajnath Singh on Saturday said, ""The charismatic performance by the [Indian] Army during the India-China standoff boosted the morale of the country and also enabled the citizens to hold their heads high."" Singh said this while addressing a gathering during the foundation stone laying ceremony of a new Command Hospital in Lucknow. ",politics
436,"BJP without Raje, Cong without Gehlot can't be imagined in Raj: Cong MLA","Congress MLA and Rajasthan's Industry Minister, Parsadi Lal Meena, has said that BJP without Vasundhara Raje is ""zero"" and Congress can't be ""imagined"" without Ashok Gehlot in the state. ""They [Raje, Gehlot] have their own popularity...which cannot be snatched away from them. Neither Kirodi Lal Meena nor Sachin Pilot can have much impact,"" he added.  ",politics
437,Aurangabad is Sambhajinagar for us and will remain so: Sanjay Raut,"Shiv Sena MP Sanjay Raut said that Aurangabad is Sambhajinagar and will remain so for the party amid opposition from Congress over renaming the district. ""It's a matter of people's feelings, so we can discuss it, but decision has been taken,"" he added. Shiv Sena in its mouthpiece Saamana said, large section of people are in favour of name change. ",politics
438,Make national song compulsory in BMC-run schools: BJP corporator,"BJP corporator Prabhakar Shinde has written a letter to Mayor Kishori Pednekar to immediately clear the proposal making the singing of national song Vande Mataram compulsory in all schools run by the Brihanmumbai Municipal Corporation (BMC). BJP further alleged that Shiv Sena is not taking the proposal seriously to appease its alliance partners, Congress and NCP. ",politics
439,BJP names 4 candidates for biennial UP Legislative Council polls,"BJP on Friday announced the names of four candidates for the upcoming biennial elections for the 12 Legislative Council seats in Uttar Pradesh, which will fall vacant on January 30, 2021. ""The central election committee of the BJP has approved the names of Swatantra Dev Singh, Dr Dinesh Sharma, Laxman Prasad Acharya and Arvind Kumar Sharma as candidates,"" it stated.",politics
440,Over 80% voter turnout in polling for 649 gram panchayats in Pune,"Pune District Collector Rajesh Deshmukh has said that polling in 649 gram panchayats have recorded over 80% voter turnout. ""The gram panchayat elections are very closely contested and one expects a high turnout...All the COVID-19 protocols were followed,"" Deshmukh said. He further said that the polling took place in a peaceful manner in the entire district.",politics
441,"JD(U) student wing leader shot at in Patna, condition critical","A Janata Dal (United) student wing leader was allegedly shot at by criminals in Bakhtiyarpur area of Bihar's Patna on Sunday, police said. The victim, identified as Alok Tejashwi, has been admitted to a hospital and his condition is said to be critical. Tejashwi is the President of the youth unit of the party in Patna district rural.",politics
